"time","x","y","z"
"209.400","-118.531560","134.464397","45.675649"
"209.500","-118.314629","134.463460","45.712255"
"209.600","-118.097724","134.462523","45.749011"
"209.700","-117.881031","134.461587","45.787006"
"209.800","-117.664599","134.460652","45.826456"
"209.900","-117.448361","134.459719","45.866955"
"210.000","-117.232131","134.458785","45.907495"
"210.100","-117.015902","134.457851","45.948043"
"210.200","-116.799840","134.456918","45.989471"
"210.300","-116.584018","134.455986","46.032124"
"210.400","-116.368399","134.455055","46.075799"
"210.500","-116.152785","134.454124","46.119496"
"210.600","-115.936908","134.453191","46.161866"
"210.700","-115.720737","134.452258","46.202718"
"210.800","-115.504508","134.451325","46.243266"
"210.900","-115.288276","134.450391","46.283798"
"211.000","-115.072007","134.449457","46.324135"
"211.100","-114.855525","134.448522","46.363305"
"211.200","-114.638754","134.447586","46.400851"
"211.300","-114.421888","134.446649","46.437841"
"211.400","-114.205222","134.445713","46.475982"
"211.500","-113.989074","134.444780","46.516934"
"211.600","-113.773335","134.443849","46.560001"
"211.700","-113.557796","134.442918","46.604067"
"211.800","-113.342107","134.441986","46.647385"
"211.900","-113.126097","134.441053","46.689081"
"212.000","-112.909899","134.440120","46.729792"
"212.100","-112.693670","134.439186","46.770339"
"212.200","-112.477440","134.438252","46.810885"
"212.300","-112.261211","134.437319","46.851429"
"212.400","-112.044981","134.436385","46.891975"
"212.500","-111.828752","134.435451","46.932519"
"212.600","-111.612521","134.434517","46.973060"
"212.700","-111.396293","134.433583","47.013610"
"212.800","-111.179742","134.432648","47.052397"
"212.900","-110.962965","134.431712","47.089899"
"213.000","-110.746218","134.430776","47.127578"
"213.100","-110.529799","134.429842","47.167077"
"213.200","-110.313739","134.428908","47.208509"
"213.300","-110.097732","134.427976","47.250217"
"213.400","-109.881564","134.427042","47.291088"
"213.500","-109.665346","134.426108","47.331694"
"213.600","-109.449116","134.425174","47.372240"
"213.700","-109.232888","134.424241","47.412793"
"213.800","-109.016658","134.423307","47.453337"
"213.900","-108.800429","134.422373","47.493884"
"214.000","-108.584200","134.421440","47.534431"
"214.100","-108.367971","134.420506","47.574976"
"214.200","-108.151741","134.419572","47.615521"
"214.300","-107.935511","134.418638","47.656067"
"214.400","-107.719395","134.417705","47.697210"
"214.500","-107.503496","134.416773","47.739470"
"214.600","-107.287821","134.415841","47.782866"
"214.700","-107.072275","134.414910","47.826901"
"214.800","-106.856545","134.413979","47.869995"
"214.900","-106.640347","134.413045","47.910712"
"215.000","-106.424124","134.412111","47.951288"
"215.100","-106.207894","134.411177","47.991835"
"215.200","-105.991665","134.410244","48.032381"
"215.300","-105.775435","134.409310","48.072926"
"215.400","-105.559207","134.408376","48.113480"
"215.500","-105.342978","134.407443","48.154023"
"215.600","-105.126748","134.406509","48.194565"
"215.700","-104.910518","134.405575","48.235109"
"215.800","-104.694288","134.404641","48.275655"
"215.900","-104.478059","134.403707","48.316202"
"216.000","-104.261688","134.402773","48.355974"
"216.100","-104.045134","134.401838","48.394748"
"216.200","-103.828612","134.400903","48.433701"
"216.300","-103.612217","134.399968","48.473353"
"216.400","-103.395966","134.399034","48.513782"
"216.500","-103.179720","134.398101","48.554239"
"216.600","-102.963187","134.397165","48.593129"
"216.700","-102.746433","134.396229","48.630771"
"216.800","-102.529499","134.395293","48.667360"
"216.900","-102.312407","134.394355","48.702996"
"217.000","-102.095145","134.393417","48.737579"
"217.100","-101.878001","134.392479","48.772893"
"217.200","-101.660997","134.391542","48.809062"
"217.300","-101.444050","134.390605","48.845575"
"217.400","-101.227119","134.389668","48.882183"
"217.500","-101.010188","134.388732","48.918791"
"217.600","-100.793258","134.387795","48.955405"
"217.700","-100.576395","134.386858","48.992400"
"217.800","-100.359782","134.385923","49.030847"
"217.900","-100.143232","134.384987","49.069641"
"218.000","-99.926431","134.384052","49.107013"
"218.100","-99.709502","134.383114","49.143630"
"218.200","-99.492641","134.382178","49.180647"
"218.300","-99.276005","134.381243","49.218956"
"218.400","-99.059595","134.380308","49.258523"
"218.500","-98.843297","134.379374","49.298702"
"218.600","-98.626740","134.378439","49.337439"
"218.700","-98.409915","134.377502","49.374667"
"218.800","-98.193002","134.376566","49.411381"
"218.900","-97.976072","134.375629","49.447991"
"219.000","-97.759152","134.374692","49.484661"
"219.100","-97.542347","134.373756","49.521997"
"219.200","-97.325884","134.372821","49.561273"
"219.300","-97.109571","134.371887","49.601370"
"219.400","-96.892960","134.370951","49.639825"
"219.500","-96.675977","134.370015","49.676119"
"219.600","-96.458784","134.369076","49.711139"
"219.700","-96.241774","134.368139","49.747267"
"219.800","-96.024827","134.367203","49.783784"
"219.900","-95.807775","134.366265","49.819661"
"220.000","-95.590540","134.365327","49.854415"
"220.100","-95.373123","134.364388","49.888006"
"220.200","-95.155591","134.363449","49.920854"
"220.300","-94.938099","134.362509","49.953958"
"220.400","-94.720786","134.361571","49.988221"
"220.500","-94.503661","134.360634","50.023655"
"220.600","-94.286654","134.359697","50.059807"
"220.700","-94.069587","134.358759","50.095584"
"220.800","-93.852024","134.357820","50.128224"
"220.900","-93.634460","134.356880","50.160860"
"221.000","-93.416896","134.355940","50.193497"
"221.100","-93.199362","134.355001","50.226328"
"221.200","-92.981910","134.354062","50.259700"
"221.300","-92.764734","134.353124","50.294810"
"221.400","-92.547733","134.352187","50.331000"
"221.500","-92.330454","134.351249","50.365440"
"221.600","-92.112716","134.350308","50.396851"
"221.700","-91.894682","134.349367","50.426173"
"221.800","-91.676555","134.348425","50.454803"
"221.900","-91.458517","134.347483","50.484089"
"222.000","-91.240721","134.346543","50.515136"
"222.100","-91.023081","134.345603","50.547257"
"222.200","-90.805515","134.344663","50.579875"
"222.300","-90.587921","134.343724","50.612308"
"222.400","-90.370070","134.342783","50.642969"
"222.500","-90.151999","134.341841","50.672021"
"222.600","-89.933877","134.340899","50.700694"
"222.700","-89.715750","134.339957","50.729326"
"222.800","-89.497623","134.339015","50.757957"
"222.900","-89.279497","134.338073","50.786588"
"223.000","-89.061370","134.337131","50.815220"
"223.100","-88.843243","134.336189","50.843851"
"223.200","-88.625116","134.335247","50.872482"
"223.300","-88.406989","134.334305","50.901113"
"223.400","-88.188862","134.333363","50.929743"
"223.500","-87.970734","134.332421","50.958373"
"223.600","-87.752607","134.331480","50.987004"
"223.700","-87.534481","134.330537","51.015635"
"223.800","-87.316354","134.329596","51.044267"
"223.900","-87.098227","134.328653","51.072898"
"224.000","-86.880100","134.327712","51.101529"
"224.100","-86.661973","134.326769","51.130160"
"224.200","-86.443846","134.325828","51.158791"
"224.300","-86.225719","134.324886","51.187423"
"224.400","-86.007558","134.323985","51.215798"
"224.500","-85.789205","134.323099","51.242620"
"224.600","-85.570814","134.322258","51.269154"
"224.700","-85.352572","134.321470","51.296899"
"224.800","-85.134417","134.320550","51.325310"
"224.900","-84.916280","134.319139","51.353843"
"225.000","-84.698032","134.317742","51.381519"
"225.100","-84.479705","134.327531","51.406766"
"225.200","-84.261270","134.337325","51.431054"
"225.300","-84.042775","134.345873","51.455273"
"225.400","-83.824268","134.354079","51.479507"
"225.500","-83.605700","134.359479","51.503857"
"225.600","-83.387086","134.362754","51.528293"
"225.700","-83.168468","134.365659","51.552737"
"225.800","-82.949788","134.367965","51.576680"
"225.900","-82.730957","134.369701","51.599239"
"226.000","-82.512001","134.370327","51.620639"
"226.100","-82.293009","134.369227","51.641455"
"226.200","-82.074089","134.363612","51.662490"
"226.300","-81.855337","134.356817","51.684727"
"226.400","-81.636970","134.344882","51.708671"
"226.500","-81.418631","134.332990","51.732896"
"226.600","-81.200127","134.321426","51.755723"
"226.700","-80.981307","134.309778","51.775269"
"226.800","-80.762410","134.296360","51.792700"
"226.900","-80.543466","134.282939","51.809541"
"227.000","-80.324847","134.266660","51.827982"
"227.100","-80.106424","134.250257","51.848520"
"227.200","-79.888417","134.229367","51.869337"
"227.300","-79.670481","134.207690","51.890169"
"227.400","-79.452953","134.181969","51.910541"
"227.500","-79.235435","134.155064","51.929559"
"227.600","-79.018261","134.124451","51.946643"
"227.700","-78.801238","134.092373","51.963132"
"227.800","-78.584749","134.056937","51.979602"
"227.900","-78.368528","134.019822","51.996060"
"228.000","-78.152856","133.979713","52.012499"
"228.100","-77.937583","133.937434","52.028921"
"228.200","-77.722863","133.892574","52.045543"
"228.300","-77.508671","133.845277","52.062421"
"228.400","-77.294542","133.797688","52.079271"
"228.500","-77.080435","133.749714","52.095264"
"228.600","-76.867061","133.698367","52.109878"
"228.700","-76.655145","133.641050","52.124251"
"228.800","-76.443678","133.582350","52.139432"
"228.900","-76.233243","133.520162","52.155236"
"229.000","-76.023179","133.456724","52.170793"
"229.100","-75.814492","133.388581","52.185140"
"229.200","-75.606033","133.319491","52.198031"
"229.300","-75.399154","133.245563","52.209688"
"229.400","-75.192467","133.171118","52.221328"
"229.500","-74.987721","133.091458","52.232866"
"229.600","-74.783015","133.011697","52.244403"
"229.700","-74.580111","132.927440","52.255835"
"229.800","-74.377206","132.843184","52.267268"
"229.900","-74.177016","132.752652","52.278464"
"230.000","-73.976921","132.661804","52.288905"
"230.100","-73.779006","132.566092","52.296905"
"230.200","-73.581463","132.469777","52.306888"
"230.300","-73.386674","132.368296","52.319159"
"230.400","-73.192484","132.265700","52.331980"
"230.500","-73.000391","132.159005","52.342423"
"230.600","-72.808771","132.051211","52.350256"
"230.700","-72.620279","131.938034","52.357361"
"230.800","-72.432715","131.823273","52.364413"
"230.900","-72.249464","131.701813","52.371305"
"231.000","-72.067486","131.578374","52.378149"
"231.100","-71.889092","131.449844","52.384860"
"231.200","-71.711661","131.319944","52.391534"
"231.300","-71.538738","131.184115","52.397605"
"231.400","-71.366675","131.047090","52.401862"
"231.500","-71.199573","130.904035","52.403213"
"231.600","-71.033227","130.760060","52.403717"
"231.700","-70.873093","130.609237","52.403916"
"231.800","-70.713638","130.457665","52.404089"
"231.900","-70.557707","130.302478","52.405235"
"232.000","-70.401958","130.147118","52.407537"
"232.100","-70.253482","129.984799","52.410083"
"232.200","-70.105178","129.822323","52.412562"
"232.300","-69.964504","129.653177","52.412484"
"232.400","-69.824112","129.483823","52.409821"
"232.500","-69.688578","129.310533","52.408783"
"232.600","-69.553705","129.136739","52.408606"
"232.700","-69.423283","128.959569","52.409550"
"232.800","-69.294942","128.780960","52.411007"
"232.900","-69.174822","128.596667","52.413637"
"233.000","-69.056889","128.411043","52.417595"
"233.100","-68.945469","128.221388","52.421655"
"233.200","-68.836411","128.030391","52.424500"
"233.300","-68.732863","127.836286","52.425364"
"233.400","-68.631400","127.641108","52.426220"
"233.500","-68.533745","127.443988","52.428594"
"233.600","-68.438377","127.245813","52.433117"
"233.700","-68.346960","127.045781","52.438590"
"233.800","-68.257802","126.844753","52.443790"
"233.900","-68.172815","126.641877","52.448083"
"234.000","-68.089597","126.438265","52.450947"
"234.100","-68.010178","126.233106","52.452453"
"234.200","-67.932423","126.027329","52.453989"
"234.300","-67.858644","125.820077","52.455800"
"234.400","-67.786391","125.612324","52.458899"
"234.500","-67.718398","125.403160","52.464107"
"234.600","-67.652017","125.193499","52.469255"
"234.700","-67.590971","124.982190","52.473877"
"234.800","-67.530885","124.770586","52.476627"
"234.900","-67.474686","124.557885","52.476627"
"235.000","-67.419507","124.344931","52.476803"
"235.100","-67.369340","124.130735","52.478297"
"235.200","-67.319875","123.916414","52.482398"
"235.300","-67.274700","123.701156","52.487211"
"235.400","-67.230048","123.485779","52.491217"
"235.500","-67.189947","123.269476","52.493364"
"235.600","-67.150246","123.053093","52.493778"
"235.700","-67.115242","122.835896","52.493883"
"235.800","-67.080528","122.618662","52.495518"
"235.900","-67.050685","122.400721","52.498857"
"236.000","-67.021072","122.182773","52.503353"
"236.100","-66.996404","121.964171","52.505554"
"236.200","-66.971957","121.745539","52.506582"
"236.300","-66.952470","121.526404","52.506966"
"236.400","-66.933206","121.307252","52.507403"
"236.500","-66.918922","121.087720","52.508765"
"236.600","-66.904821","120.868179","52.510138"
"236.700","-66.895798","120.648366","52.510928"
"236.800","-66.886890","120.428547","52.510968"
"236.900","-66.881978","120.208603","52.511595"
"237.000","-66.877109","119.988669","52.513904"
"237.100","-66.875202","119.768705","52.517362"
"237.200","-66.873311","119.548752","52.521512"
"237.300","-66.875528","119.328797","52.525336"
"237.400","-66.877746","119.108816","52.527281"
"237.500","-66.882932","118.888879","52.528060"
"237.600","-66.888165","118.668942","52.528075"
"237.700","-66.897452","118.449139","52.528075"
"237.800","-66.906836","118.229339","52.528075"
"237.900","-66.919089","118.009681","52.528075"
"238.000","-66.931379","117.790024","52.528075"
"238.100","-66.947706","117.570631","52.528077"
"238.200","-66.964066","117.351242","52.529046"
"238.300","-66.984391","117.132193","52.531090"
"238.400","-67.004714","116.913159","52.534421"
"238.500","-67.027250","116.694347","52.538122"
"238.600","-67.049787","116.475534","52.541699"
"238.700","-67.073488","116.256827","52.543874"
"238.800","-67.097492","116.038144","52.544856"
"238.900","-67.122111","115.819527","52.545169"
"239.000","-67.147216","115.600964","52.545227"
"239.100","-67.165444","115.381984","52.545227"
"239.200","-67.166941","115.161989","52.545227"
"239.300","-67.168436","114.941994","52.545227"
"239.400","-67.169760","114.721998","52.545227"
"239.500","-67.171083","114.502002","52.545227"
"239.600","-67.172237","114.282005","52.545227"
"239.700","-67.173325","114.062007","52.545227"
"239.800","-67.174355","113.842010","52.545227"
"239.900","-67.175305","113.622012","52.545227"
"240.000","-67.176255","113.402014","52.545227"
"240.100","-67.177205","113.182016","52.545227"
"240.200","-67.178156","112.962018","52.545227"
"240.300","-67.179105","112.742020","52.545227"
"240.400","-67.180056","112.522022","52.545227"
"240.500","-67.181005","112.302024","52.545227"
"240.600","-67.181955","112.082026","52.545227"
"240.700","-67.182906","111.862028","52.545227"
"240.800","-67.183855","111.642030","52.545227"
"240.900","-67.184806","111.422032","52.545227"
"241.000","-67.185756","111.202035","52.545227"
"241.100","-67.186706","110.982037","52.545227"
"241.200","-67.187656","110.762039","52.545227"
"241.300","-67.188606","110.542041","52.545227"
"241.400","-67.189556","110.322043","52.545227"
"241.500","-67.190506","110.102045","52.545227"
"241.600","-67.191456","109.882047","52.545227"
"241.700","-67.192406","109.662049","52.545227"
"241.800","-67.193356","109.442051","52.545227"
"241.900","-67.194306","109.222053","52.545227"
"242.000","-67.195256","109.002055","52.545227"
"242.100","-67.196206","108.782057","52.545227"
"242.200","-67.197156","108.562059","52.545227"
"242.300","-67.198106","108.342061","52.545227"
"242.400","-67.199057","108.122063","52.545227"
"242.500","-67.200006","107.902065","52.545227"
"242.600","-67.200957","107.682067","52.545227"
"242.700","-67.201907","107.462069","52.545227"
"242.800","-67.202856","107.242071","52.545227"
"242.900","-67.203807","107.022073","52.545227"
"243.000","-67.204757","106.802076","52.545227"
"243.100","-67.205707","106.582078","52.545227"
"243.200","-67.206657","106.362080","52.545227"
"243.300","-67.207607","106.142082","52.545227"
"243.400","-67.208557","105.922084","52.545227"
"243.500","-67.209507","105.702086","52.545227"
"243.600","-67.210457","105.482088","52.545227"
"243.700","-67.211407","105.262090","52.545227"
"243.800","-67.212357","105.042092","52.545227"
"243.900","-67.213307","104.822094","52.545227"
"244.000","-67.214257","104.602096","52.545227"
"244.100","-67.215208","104.382098","52.545227"
"244.200","-67.216157","104.162100","52.545227"
"244.300","-67.217107","103.942102","52.545227"
"244.400","-67.218057","103.722104","52.545227"
"244.500","-67.219007","103.502106","52.545227"
"244.600","-67.219958","103.282108","52.545227"
"244.700","-67.220908","103.062110","52.545227"
"244.800","-67.221858","102.842112","52.545227"
"244.900","-67.222808","102.622115","52.545227"
"245.000","-67.223757","102.402117","52.545227"
"245.100","-67.224707","102.182119","52.545227"
"245.200","-67.225658","101.962121","52.545227"
"245.300","-67.226608","101.742123","52.545227"
"245.400","-67.227558","101.522125","52.545227"
"245.500","-67.228508","101.302127","52.545227"
"245.600","-67.229458","101.082129","52.545227"
"245.700","-67.230408","100.862131","52.545227"
"245.800","-67.231358","100.642133","52.545227"
"245.900","-67.232308","100.422135","52.545227"
"246.000","-67.233258","100.202137","52.545227"
"246.100","-67.234208","99.982139","52.545227"
"246.200","-67.235158","99.762141","52.545227"
"246.300","-67.236109","99.542143","52.545227"
"246.400","-67.237058","99.322145","52.545227"
"246.500","-67.238008","99.102147","52.545227"
"246.600","-67.238958","98.882149","52.545227"
"246.700","-67.239908","98.662151","52.545227"
"246.800","-67.240858","98.442153","52.545227"
"246.900","-67.241809","98.222156","52.545227"
"247.000","-67.242759","98.002158","52.545227"
"247.100","-67.243709","97.782160","52.545227"
"247.200","-67.244659","97.562162","52.545227"
"247.300","-67.245608","97.342164","52.545227"
"247.400","-67.246559","97.122166","52.545227"
"247.500","-67.247509","96.902168","52.545227"
"247.600","-67.248459","96.682170","52.545227"
"247.700","-67.249409","96.462172","52.545227"
"247.800","-67.250359","96.242174","52.545227"
"247.900","-67.251309","96.022176","52.545227"
"248.000","-67.252259","95.802178","52.545227"
"248.100","-67.253209","95.582180","52.545227"
"248.200","-67.254159","95.362182","52.545227"
"248.300","-67.255109","95.142184","52.545227"
"248.400","-67.256059","94.922186","52.545227"
"248.500","-67.257009","94.702188","52.545227"
"248.600","-67.257960","94.482190","52.545227"
"248.700","-67.258909","94.262192","52.545227"
"248.800","-67.259859","94.042195","52.545227"
"248.900","-67.260810","93.822197","52.545227"
"249.000","-67.261759","93.602199","52.545227"
"249.100","-67.262710","93.382201","52.545227"
"249.200","-67.263660","93.162203","52.545227"
"249.300","-67.264610","92.942205","52.545227"
"249.400","-67.265560","92.722207","52.545227"
"249.500","-67.266509","92.502209","52.545227"
"249.600","-67.267460","92.282211","52.545227"
"249.700","-67.268410","92.062213","52.545227"
"249.800","-67.269360","91.842215","52.545227"
"249.900","-67.270310","91.622217","52.545227"
"250.000","-67.271260","91.402219","52.545227"
"250.100","-67.272210","91.182221","52.545227"
"250.200","-67.273160","90.962223","52.545227"
"250.300","-67.274110","90.742225","52.545227"
"250.400","-67.275060","90.522227","52.545227"
"250.500","-67.276010","90.302229","52.545227"
"250.600","-67.276961","90.082231","52.545227"
"250.700","-67.277910","89.862234","52.545227"
"250.800","-67.278861","89.642236","52.545227"
"250.900","-67.279810","89.422238","52.545227"
"251.000","-67.280760","89.202240","52.545227"
"251.100","-67.281711","88.982242","52.545227"
"251.200","-67.282660","88.762244","52.545227"
"251.300","-67.283611","88.542246","52.545227"
"251.400","-67.284561","88.322248","52.545227"
"251.500","-67.285511","88.102250","52.545227"
"251.600","-67.286461","87.882252","52.545227"
"251.700","-67.287411","87.662254","52.545227"
"251.800","-67.288361","87.442256","52.545227"
"251.900","-67.289311","87.222258","52.545227"
"252.000","-67.290261","87.002260","52.545227"
"252.100","-67.291211","86.782262","52.545227"
"252.200","-67.292161","86.562267","52.545883"
"252.300","-67.293111","86.342294","52.548794"
"252.400","-67.294061","86.122362","52.554149"
"252.500","-67.295010","85.902413","52.558647"
"252.600","-67.295961","85.682421","52.560228"
"252.700","-67.296910","85.462423","52.560228"
"252.800","-67.297861","85.242425","52.560228"
"252.900","-67.298811","85.022427","52.560228"
"253.000","-67.299761","84.802429","52.560228"
"253.100","-67.300711","84.582435","52.559058"
"253.200","-67.301660","84.362556","52.552331"
"253.300","-67.302610","84.142617","52.547663"
"253.400","-67.303560","83.922630","52.545778"
"253.500","-67.304510","83.702662","52.542582"
"253.600","-67.305460","83.482801","52.535237"
"253.700","-67.306409","83.262947","52.527544"
"253.800","-67.307359","83.042992","52.523781"
"253.900","-67.308309","82.823000","52.522185"
"254.000","-67.309259","82.603019","52.519585"
"254.100","-67.310209","82.383050","52.515984"
"254.200","-67.311159","82.163091","52.511859"
"254.300","-67.312109","81.943138","52.507451"
"254.400","-67.313058","81.723229","52.501205"
"254.500","-67.314008","81.503305","52.495513"
"254.600","-67.314958","81.283337","52.491881"
"254.700","-67.315908","81.063343","52.490693"
"254.800","-67.316858","80.843345","52.490576"
"254.900","-67.317808","80.623347","52.490576"
"255.000","-67.318758","80.403349","52.490576"
"255.100","-67.319708","80.183351","52.490576"
"255.200","-67.320658","79.963354","52.490576"
"255.300","-67.321608","79.743356","52.490576"
"255.400","-67.322558","79.523358","52.490576"
"255.500","-67.323508","79.303360","52.490576"
"255.600","-67.324458","79.083362","52.490576"
"255.700","-67.325408","78.863364","52.490576"
"255.800","-67.326359","78.643366","52.490576"
"255.900","-67.327308","78.423368","52.490576"
"256.000","-67.328259","78.203370","52.490576"
"256.100","-67.329209","77.983372","52.490576"
"256.200","-67.330158","77.763374","52.490576"
"256.300","-67.331109","77.543376","52.490576"
"256.400","-67.332059","77.323378","52.490576"
"256.500","-67.333009","77.103404","52.493684"
"256.600","-67.333959","76.883421","52.496220"
"256.700","-67.334909","76.663428","52.497596"
"256.800","-67.335859","76.443431","52.497629"
"256.900","-67.336808","76.223448","52.495403"
"257.000","-67.337759","76.003465","52.492838"
"257.100","-67.338709","75.783474","52.491308"
"257.200","-67.339659","75.563479","52.490173"
"257.300","-67.340609","75.343491","52.488213"
"257.400","-67.341559","75.123519","52.484905"
"257.500","-67.342509","74.903559","52.480780"
"257.600","-67.343458","74.683595","52.476997"
"257.700","-67.344408","74.463613","52.474305"
"257.800","-67.345359","74.243628","52.471931"
"257.900","-67.346308","74.023659","52.468518"
"258.000","-67.347258","73.803764","52.461799"
"258.100","-67.348208","73.583835","52.456283"
"258.200","-67.349158","73.363852","52.453793"
"258.300","-67.350108","73.143862","52.451922"
"258.400","-67.351057","72.923887","52.448831"
"258.500","-67.352008","72.703924","52.444882"
"258.600","-67.352957","72.483960","52.441047"
"258.700","-67.353908","72.263979","52.438470"
"258.800","-67.354858","72.043985","52.437282"
"258.900","-67.355808","71.823987","52.436967"
"259.000","-67.356758","71.603989","52.436901"
"259.100","-67.357707","71.384017","52.434696"
"259.200","-67.358657","71.164102","52.428729"
"259.300","-67.359607","70.944209","52.422025"
"259.400","-67.360557","70.724256","52.417954"
"259.500","-67.361507","70.504261","52.416824"
"259.600","-67.362457","70.284280","52.414198"
"259.700","-67.363407","70.064314","52.410438"
"259.800","-67.364357","69.844324","52.408567"
"259.900","-67.365306","69.624327","52.408067"
"260.000","-67.366257","69.404329","52.408031"
"260.100","-67.367207","69.184331","52.408031"
"260.200","-67.368157","68.964333","52.408031"
"260.300","-67.369107","68.744335","52.408031"
"260.400","-67.370057","68.524337","52.408031"
"260.500","-67.371007","68.304339","52.408031"
"260.600","-67.371957","68.084341","52.408031"
"260.700","-67.372907","67.864343","52.408031"
"260.800","-67.373857","67.644345","52.408031"
"260.900","-67.374807","67.424347","52.408031"
"261.000","-67.375757","67.204349","52.408031"
"261.100","-67.376707","66.984351","52.408031"
"261.200","-67.377658","66.764354","52.408031"
"261.300","-67.378607","66.544356","52.408031"
"261.400","-67.379557","66.324358","52.408031"
"261.500","-67.380508","66.104360","52.408031"
"261.600","-67.381457","65.884362","52.408031"
"261.700","-67.382408","65.664364","52.408031"
"261.800","-67.383358","65.444366","52.408031"
"261.900","-67.384308","65.224368","52.408031"
"262.000","-67.385258","65.004370","52.408031"
"262.100","-67.386207","64.784372","52.408031"
"262.200","-67.387158","64.564374","52.408031"
"262.300","-67.388108","64.344376","52.408031"
"262.400","-67.389058","64.124378","52.408031"
"262.500","-67.390008","63.904380","52.408031"
"262.600","-67.390958","63.684382","52.408031"
"262.700","-67.391908","63.464384","52.408031"
"262.800","-67.392858","63.244386","52.408031"
"262.900","-67.393808","63.024388","52.408031"
"263.000","-67.394758","62.804390","52.408031"
"263.100","-67.395708","62.584393","52.408031"
"263.200","-67.396659","62.364395","52.408031"
"263.300","-67.397608","62.144397","52.408031"
"263.400","-67.398559","61.924399","52.408031"
"263.500","-67.399508","61.704401","52.408031"
"263.600","-67.400458","61.484403","52.408031"
"263.700","-67.401409","61.264405","52.408031"
"263.800","-67.402358","61.044407","52.408031"
"263.900","-67.403309","60.824409","52.408031"
"264.000","-67.404259","60.604411","52.408031"
"264.100","-67.405209","60.384413","52.408031"
"264.200","-67.406159","60.164415","52.408031"
"264.300","-67.407109","59.944417","52.408031"
"264.400","-67.408059","59.724419","52.408031"
"264.500","-67.409009","59.504421","52.408031"
"264.600","-67.409959","59.284423","52.408031"
"264.700","-67.410909","59.064425","52.408031"
"264.800","-67.411859","58.844427","52.408031"
"264.900","-67.412810","58.624429","52.408031"
"265.000","-67.413759","58.404431","52.408031"
"265.100","-67.414709","58.184434","52.408031"
"265.200","-67.415659","57.964436","52.408031"
"265.300","-67.416609","57.744438","52.408031"
"265.400","-67.417560","57.524440","52.408031"
"265.500","-67.418509","57.304442","52.408031"
"265.600","-67.419460","57.084444","52.408031"
"265.700","-67.420410","56.864446","52.408031"
"265.800","-67.421359","56.644448","52.408031"
"265.900","-67.422309","56.424450","52.408031"
"266.000","-67.423260","56.204452","52.408031"
"266.100","-67.424210","55.984454","52.408031"
"266.200","-67.425160","55.764456","52.408031"
"266.300","-67.426110","55.544458","52.408031"
"266.400","-67.427060","55.324460","52.408031"
"266.500","-67.428010","55.104462","52.408031"
"266.600","-67.428960","54.884464","52.408031"
"266.700","-67.429910","54.664466","52.408031"
"266.800","-67.430860","54.444468","52.408031"
"266.900","-67.431810","54.224470","52.408031"
"267.000","-67.432760","54.004473","52.408031"
"267.100","-67.433711","53.784475","52.408031"
"267.200","-67.434660","53.564477","52.408031"
"267.300","-67.435610","53.344479","52.408031"
"267.400","-67.436560","53.124481","52.408031"
"267.500","-67.437510","52.904483","52.408031"
"267.600","-67.438460","52.684485","52.408031"
"267.700","-67.439411","52.464487","52.408031"
"267.800","-67.440361","52.244489","52.408031"
"267.900","-67.441311","52.024491","52.408031"
"268.000","-67.442260","51.804493","52.408031"
"268.100","-67.443210","51.584495","52.408031"
"268.200","-67.444161","51.364497","52.408031"
"268.300","-67.445111","51.144499","52.408031"
"268.400","-67.446061","50.924501","52.408031"
"268.500","-67.447011","50.704503","52.408031"
"268.600","-67.447961","50.484505","52.408031"
"268.700","-67.448911","50.264507","52.408031"
"268.800","-67.449861","50.044509","52.408031"
"268.900","-67.450811","49.824511","52.408031"
"269.000","-67.451761","49.604514","52.408031"
"269.100","-67.452711","49.384516","52.408031"
"269.200","-67.453661","49.164518","52.408031"
"269.300","-67.454611","48.944520","52.408031"
"269.400","-67.455562","48.724522","52.408031"
"269.500","-67.456511","48.504524","52.408031"
"269.600","-67.457461","48.284526","52.408031"
"269.700","-67.458411","48.064528","52.408031"
"269.800","-67.459361","47.844530","52.408031"
"269.900","-67.460312","47.624532","52.408031"
"270.000","-67.461262","47.404534","52.408031"
"270.100","-67.462212","47.184536","52.408031"
"270.200","-67.463162","46.964538","52.408031"
"270.300","-67.464111","46.744540","52.408031"
"270.400","-67.465062","46.524542","52.408031"
"270.500","-67.466012","46.304544","52.408031"
"270.600","-67.466962","46.084546","52.408031"
"270.700","-67.467912","45.864548","52.408031"
"270.800","-67.468862","45.644550","52.408031"
"270.900","-67.469812","45.424553","52.408031"
"271.000","-67.470762","45.204555","52.408031"
"271.100","-67.471712","44.984557","52.408031"
"271.200","-67.472662","44.764559","52.408031"
"271.300","-67.473612","44.544561","52.408031"
"271.400","-67.474562","44.324563","52.408031"
"271.500","-67.475512","44.104565","52.408031"
"271.600","-67.476463","43.884567","52.408031"
"271.700","-67.477412","43.664569","52.408031"
"271.800","-67.478362","43.444571","52.408031"
"271.900","-67.479313","43.224573","52.408031"
"272.000","-67.480262","43.004575","52.408031"
"272.100","-67.481213","42.784577","52.408031"
"272.200","-67.482163","42.564579","52.408031"
"272.300","-67.483113","42.344581","52.408031"
"272.400","-67.484063","42.124583","52.408031"
"272.500","-67.485012","41.904585","52.408031"
"272.600","-67.485963","41.684587","52.408031"
"272.700","-67.486913","41.464589","52.408031"
"272.800","-67.487863","41.244592","52.408031"
